"Please identify what shared values or goals you might have with these individuals.","Hãy xác định xem bạn có những giá trị hoặc mục tiêu chung nào với những cá nhân này."
"Perceptions Checklist","Danh mục Kiểm tra Nhận thức"
"Do you...","Bạn có..."
"Understand how others perceive you and understand how you perceive yourself?","Hiểu được cách người khác nhìn nhận bạn và cách bạn nhìn nhận bản thân không?"
"Recognize how aligned these perceptions are?","Hiểu được mối tương đồng giữa những cách nhìn nhận này không?"
"Appreciate the impact self-perceptions can have on behavior and relationships?","Đánh giá cao tác động của việc tự nhận thức đối với hành vi và các mối quan hệ không?"
"Understand how values impact our behaviors?","Hiểu được mức độ tác động của giá trị đối với hành vi của chúng ta không?"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
" ",
" ",
"KNOWING ME, KNOWING YOU, KNOWING HOW","BIẾT MÌNH, BIẾT NGƯỜI, BIẾT CÁCH"
" ",
"Knowing Me, <br> Knowing You, <br> Knowing How","Biết Mình, <br> Biết Người, <br> Biết Cách"
"Learning Journey","Hành trình Học tập"
"Exploring:","Khám phá:"
"The ingredients of successful relationships","Các yếu tố tạo nên mối quan hệ thành công"
"The motivations and behaviors of others","Động lực và hành vi ứng xử của người khác"
"What you can do to build better relationships","Những việc bạn có thể làm để xây dựng mối quan hệ tốt đẹp hơn"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
"Quote","Trích dẫn"
"“He who knows others is wise, he who knows himself is enlightened”","“Biết người là khôn, biết mình là sáng”"
"Lao Tzu,","Lão Tử,"
"Chinese Philosopher","Triết gia Trung Quốc"
"The Key to building effective relationships starts with knowing yourself. This means knowing your:","Chìa khóa để xây dựng mối quan hệ hiệu quả bắt đầu từ việc hiểu rõ bản thân. Điều này có nghĩa là biết:"
"Personal Brand","Thương hiệu Cá nhân"
"Shadow Side","Mặt Tối"
"Values","Giá trị"
"Beliefs","Niềm tin"
"KNOWING OTHERS - WHAT MAKES A GREAT RELATIONSHIP?","BIẾT NGƯỜI - ĐIỀU GÌ TẠO NÊN MỐI QUAN HỆ TỐT ĐẸP?"
"“The best partnerships aren't dependent on a mere common goal but on a shared path of equality, desire, and no small amount of passion”","“Mối quan hệ hợp tác tốt đẹp nhất không phụ thuộc vào một mục tiêu chung đơn thuần mà phụ thuộc vào sự chia sẻ bình đẳng, mong muốn và rất nhiều đam mê”"
"Sarah MacLean,","Sarah MacLean,"
"Author","Tác giả"
"Some partnerships in life just work.","Một số quan hệ đối tác trong cuộc sống đúng như vậy."
"In this activity, we are trying to find why certain partnerships work and make GREAT relationships.","Trong bài tập thực hành này, chúng ta sẽ cố gắng tìm hiểu lý do tạo nên một số quan hệ đối tác và mối quan hệ TỐT ĐẸP."
"KNOWING OTHERS: MY RELATIONSHIPS – positive","BIẾT NGƯỜI: CÁC MỐI QUAN HỆ CỦA TÔI – tích cực"
"This activity is designed to help you better understand your relationships at work.","Bài tập thực hành này được thiết kế để giúp bạn hiểu rõ hơn về các mối quan hệ tại nơi làm việc."
"Let’s start by thinking about your best relationships.<br>To complete the grid below, identify three people with whom you believe you have a positive relationship. Then consider what is it about this person and/or the relationship that make it positive.","Hãy bắt đầu bằng cách nghĩ về những mối quan hệ tốt đẹp nhất của bạn.<br>Để hoàn thành hệ trục dưới đây, hãy xác định ba người mà bạn cho rằng mình có mối quan hệ tích cực với họ. Sau đó, cân nhắc xem người này có tính cách ra sao và/hoặc mối quan hệ tích cực như thế nào."
"Positive Relationships","Mối quan hệ Tích cực"
"What is it about the person and/or relationship that make it positive?","Người này có tính cách ra sao và/hoặc mối quan hệ tích cực như thế nào?"
"Name:","Tên:"
"Look back at how you described these three relationships and make a note of any themes you notice.","Hãy xem lại cách bạn mô tả ba mối quan hệ này và ghi chú về mọi chủ đề mà bạn chú ý."
"KNOWING OTHERS: MY RELATIONSHIPS – challenging","BIẾT NGƯỜI: CÁC MỐI QUAN HỆ CỦA TÔI – khó khăn"
"Let’s now consider three relationships you find more challenging. <br><br> Here, ‘challenging’ does not have to mean relationships that have broken down. These could be relationships where you find some aspects difficult. Think back to the relationships you identified in your Pre-work for ideas.","Giờ hãy xem xét ba mối quan hệ mà bạn thấy khó hơn. <br><br> Ở đây, 'thách thức' không có nghĩa là mối quan hệ đó đã đổ vỡ. Đó có thể là mối quan hệ mà bạn thấy một số khía cạnh khó hòa hợp. Hãy nghĩ về các mối quan hệ mà bạn xác định được trong hoạt động Chuẩn bị để tìm ra ý tưởng."
"To complete the grid below, identify three people with whom you believe you have a more challenging relationship. Then consider what is it about this person and/or the relationship that make it challenging.","Để hoàn thành hệ trục dưới đây, hãy xác định ba người mà bạn cho rằng mình có mối quan hệ khó khăn hơn với họ. Sau đó, cân nhắc xem người này có tính cách ra sao và/hoặc mối quan hệ khó khăn như thế nào."
"Challenging Relationships","Mối quan hệ Khó khăn"
"What is it about the person and/or relationship that make it challenging?","Người này có tính cách ra sao và/hoặc mối quan hệ khó khăn như thế nào?"
"Name:","Tên:"
"Look back at how you described these three relationships and make a note of any themes you notice.","Hãy xem lại cách bạn mô tả ba mối quan hệ này và ghi chú về mọi chủ đề mà bạn chú ý."
"Four Key Motivational Drivers","Bốn Động lực Thúc đẩy Chính"
"Tap on quadrants to learn more.","Nhấn vào cung phần tư để tìm hiểu thêm."
"A need for social status","Nhu cầu chứng tỏ địa vị xã hội"
"A need to feel part of a group or team","Nhu cầu cảm thấy là một phần của nhóm hoặc đội ngũ"
"A need to have connections with others","Nhu cầu kết nối với những người khác"
"A need to have friendships at work","Nhu cầu kết bạn tại nơi làm việc"
"A need to be able to connect and relate to others at work","Nhu cầu có thể kết nối và đồng cảm với người khác tại nơi làm việc"
"A need and desire to get better at something that matters","Nhu cầu và mong muốn giỏi giang hơn ở lĩnh vực nào đó quan trọng"
"A need to be a master or expert at something","Nhu cầu trở thành bậc thầy hoặc chuyên gia về lĩnh vực nào đó"
"A need to have a mindset of continuous improvement","Nhu cầu có tư duy cải tiến liên tục"
"MOTIVATION","ĐỘNG LỰC"
"Belonging","Cảm giác thuộc về"
"Autonomy","Tự chủ"
"Mastery","Lĩnh hội"
"Purpose","Mục đích"
"A need for choice and to feel part of that choice","Nhu cầu đưa ra lựa chọn và cảm thấy mình góp phần vào lựa chọn đó"
"A need for freedom and personal responsibility","Nhu cầu được tự do và chịu trách nhiệm cá nhân"
"A need not to be controlled by others","Nhu cầu không bị người khác kiểm soát"
"A need to act with choice and being interdependent","Nhu cầu hành động theo lựa chọn và phụ thuộc lẫn nhau"
"A need to be part of something greater","Nhu cầu được trở thành một phần của điều gì đó lớn lao hơn"
"A need to ‘fit’ with the bigger picture","Nhu cầu có vị trí 'phù hợp' với bức tranh tổng thể"
"A need to work for a cause greater than ourselves","Nhu cầu được làm việc vì lý do cao cả hơn cả bản thân chúng ta"
"Quote","Trích dẫn"
"“Throughout my athletics career; the overall goal was always to be a better athlete than I was at that moment – whether next week, next month or next year. The improvement was the goal. The medal was the ultimate reward for achieving that goal”","“Trong suốt sự nghiệp thể thao của mình; mục tiêu duy nhất của tôi luôn là trở thành vận động viên giỏi hơn bản thân mình ở thời điểm hiện tại – cho dù là tuần sau, tháng sau hay năm sau đi chăng nữa. Tiến bộ chính là mục tiêu. Huy chương là phần thưởng cuối cùng để đạt được mục tiêu đó”"
"Sebastian Coe,","Sebastian Coe,"
"Middle Distance runner and two-time Olympic Gold Medal winner","– vận động viên điền kinh Cự ly Trung bình đã hai lần giành Huy chương Vàng Olympic"
"Meeting Others Needs","Đáp ứng Các nhu cầu Khác"
"Knowing the four key motivational drivers, we are now in a good position to build relationships that feel good and deliver results. If we invest time in really getting to know others – even those we have <a> challenging relationships </a> with, we can soon assess how well their needs are being met, if they are happy and have friendships at work.","Biết được bốn động lực thúc đẩy chính sẽ giúp chúng ta có vị trí phù hợp để xây dựng mối quan hệ tốt đẹp cũng như mang lại kết quả tuyệt vời. Nếu chúng ta dành thời gian để thực sự tìm hiểu về người khác – thậm chí là những người mà chúng ta có <a> mối quan hệ khó khăn,</a> chúng ta có thể sớm đánh giá các nhu cầu của họ được đáp ứng ở mức độ nào, liệu họ có hạnh phúc và có kết bạn tại nơi làm việc hay không."
"Take a moment to consider what you think the key driver might be for each person.","Hãy dành một chút thời gian để nghĩ xem động lực chính nào có thể phù hợp với mỗi người."
"Autonomy","Tự chủ"
"Belonging","Cảm giác thuộc về"
"Mastery","Lĩnh hội"
"Purpose","Mục đích"
"When we appreciate the other person’s needs, it is easier to mold our conversation and approaches to their needs and create a shared – rather than one-sided – agenda.","Khi chúng ta coi trọng nhu cầu của người khác thì chúng ta sẽ dẫn dắt cuộc trò chuyện cũng như thực hiện phương thức đáp ứng nhu cầu của họ và tạo ra những giá trị chung thay vì chỉ một chiều dễ dàng hơn."
"You may want to revisit you Shared Values and Goals aktivity from the last session.","Bạn có thể muốn xem lại bài tập thực hành Giá trị và Mục tiêu Chung từ học phần trước."
"DHL EXPRESS TOOLS TO BUILD POSITIVE RELATIONSHIPS","CÁC CÔNG CỤ CỦA DHL EXPRESS GIÚP XÂY DỰNG QUAN HỆ TÍCH CỰC"
"Competency Assessment and Appreciation Week","Đánh giá Năng lực và Tuần lễ Tri ân"
"Feedback and Social Events","Phản hồi và Sự kiện Xã hội"
"Recognition Programs and Coaching","Chương trình Ghi nhận và Đào tạo"
"Training and EOS Follow Up","Đào tạo và Theo dõi Kết quả Khảo sát Ý kiến Nhân viên"
"Knowing me, knowing you - checklist Learning Journey","Biết mình, biết người - Hành trình Học tập theo danh mục kiểm tra"
"Do you ...","Bạn có ..."
"Understand what ingredients make a GREAT relationship?","Biết những yếu tố nào tạo nên mối quan hệ TỐT ĐẸP không?"
"Recognize the reasons why some of your work relationships are positive and others are challenging?","Hiểu được lý do khiến một số mối quan hệ công việc của bạn trở nên tích cực và các mối quan hệ khác trở nên khó khăn không?"
"Understand the four key motivational drivers and how they link to engagement","Hiểu được bốn động lực thúc đẩy chính và cách chúng liên kết tạo ra sự gắn kết"
"Know how to use this information to help you build better relationships?","Biết cách sử dụng thông tin này để giúp bạn xây dựng các mối quan hệ tốt đẹp hơn không?"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
" ",
" ",
"I’VE GOT THE POWER","TÔI CÓ SỨC MẠNH"
" ",
"I've got the power","Tôi có sức mạnh"
"Learning Journey - I've Got the Power","Hành trình Học tập - Tôi có Sức mạnh"
"Exploring:","Khám phá:"
"Ways to manage ourselves, our reactions and responses","Các cách kiểm soát bản thân, phản ứng và phản hồi của chúng ta"
"The Path to Action to help us build better relationships","Con đường dẫn đến Hành động để giúp chúng ta xây dựng các mối quan hệ tốt đẹp hơn"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
"Seeing the world Differently","Nhìn thế giới theo cách Khác nhau"
"The challenge we face in our relationships is that everyone sees the world differently, and events and behaviors can be interpreted in different ways.","Thử thách mà chúng ta phải đối mặt trong mối quan hệ của chúng ta chính là mọi người đều nhìn thế giới theo cách khác nhau, đồng thời các sự kiện và hành vi ứng xử có thể được diễn giải theo những cách không giống nhau."
"We need to accept that ‘not everyone sees the world as we see it’. The more we accept this, the more harmonious our relationships and the more likely we are not to force and expect ‘our view’ to be the ‘only view’.","Chúng ta cần chấp nhận rằng ‘không phải tất cả mọi người đều nhìn thế giới theo con mắt của chúng ta’. Chúng ta càng chấp nhận nhiều bao nhiêu thì mối quan hệ của chúng ta càng hòa thuận và chúng ta càng có khả năng không phải bắt buộc và mong chờ ‘quan điểm của chúng ta’ là ‘quan điểm duy nhất’."
"Path to Action","Con đường dẫn đến Hành động"
"The event and our stories cause us to have an emotional reaction, which in turn causes us to respond or act.","Sự kiện và câu chuyện của chúng ta mang đến cho chúng ta phản ứng cảm xúc và chính cảm xúc đó khiến chúng ta phản hồi hay phản ứng."
"Tap on each section to learn more.","Nhấn vào từng phần để tìm hiểu thêm."
"See and <br> Hear","Nghe và <br> Nhìn"
"As humans, when we see or hear something, based on our values, experience and background, we create ‘stories’.","Là con người, khi chúng ta nghe hoặc nhìn thấy điều gì đó, chúng ta sẽ tạo ra ‘câu chuyện’ dựa trên giá trị, trải nghiệm và nền tảng của chúng ta."
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Stories provide our rationale for what is going on.","Các câu chuyện đưa ra lý lẽ giải thích những việc đang xảy ra."
"They are our interpretation of the facts.","Câu chuyện là cách diễn giải dữ kiện thực tế của chúng ta."
"They help us explain what we see and hear.","Chúng giúp chúng ta giải thích những điều chúng ta nghe và nhìn thấy."
"They are theories we use to explain the why, how and what.","Chúng là giả thuyết mà chúng ta viện vào đó để giải thích tại sao, như thế nào và cái gì."
"Feel","Cảm nhận"
"As we come up with our own meaning or stories, it isn’t long before we start to experience feelings and emotions – sometimes strong ones.","Khi chúng ta rút ra được ý nghĩa hoặc câu chuyện của riêng mình, không lâu sau đó chúng ta sẽ bắt đầu trải qua cảm giác và cảm xúc mà đôi khi rất mãnh liệt."
"Our emotions are directly linked to our judgments about what is right/wrong, good/bad, fair/unfair etc.","Cảm xúc của chúng ta liên hệ trực tiếp với nhận định của chúng ta về đúng/sai, tốt/xấu, công bằng/bất công, v.v."
"Act","Hành động"
"Our emotions cause us to act in response and typically very quickly.","Cảm xúc của chúng ta khiến chúng ta phản hồi và thường rất nhanh chóng."
"My Path to action","Con đường dẫn đến hành động của tôi"
"Use the template below to write down your own example.","Sử dụng mẫu dưới đây để viết ra ví dụ của riêng bạn."
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Quote","Trích dẫn"
"“Nothing in this world is good or bad, but thinking makes it so”","“Trên thế gian này chẳng có điều gì là tốt hay xấu cả nhưng chính suy nghĩ mới khiến việc thành ra như vậy”"
"William Shakespeare,","William Shakespeare,"
"English poet, playwright and actor","Nhà thơ, nhà soạn kịch kiêm diễn viên người Anh"
"Re-tracing the Path to Action","Xem lại Con đường dẫn đến Hành động của tôi"
"To slow down the lightening speed we tell stories and their impact, we need to re-trace our Path to Action and do some mental processing.","Để làm chậm tốc độ kể chuyện diễn ra nhanh như chớp và tác động của việc đó, chúng ta cần xem lại Con đường dẫn đến Hành độngvà dùng trí óc để suy nghĩ thấu đáo."
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Act: Notice your behavior and ask:","Hành động: Để ý đến hành vi ứng xử của bạn và đặt câu hỏi:"
"“Am I in some form of silence or fight /flight?”","“Mình đang im lặng hay đang ở thế đánh/chạy?”"
"Re-tracing the Path to Action","Xem lại Con đường dẫn đến Hành động của tôi"
"To slow down the lightening speed we tell stories and their impact, we need to re-trace our Path to Action and do some mental processing.","Để làm chậm tốc độ kể chuyện diễn ra nhanh như chớp và tác động của việc đó, chúng ta cần xem lại Con đường dẫn đến Hành độngvà dùng trí óc để suy nghĩ thấu đáo."
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Act: Notice your behavior and ask:","Hành động: Để ý đến hành vi ứng xử của bạn và đặt câu hỏi:"
"“Am I in some form of silence or fight /flight?”","“Mình đang im lặng hay đang ở thế đánh/chạy?”"
"Feel: Get in touch with your feelings and ask:","Cảm nhận: Suy nghĩ đến cảm nhận của bạn và đặt ra câu hỏi:"
"“What emotions are encouraging me to act in this way?”","“Cảm xúc nào khuyến khích mình hành động theo cách này?”"
"Re-tracing the Path to Action","Xem lại Con đường dẫn đến Hành động của tôi"
"To slow down the lightening speed we tell stories and their impact, we need to re-trace our Path to Action and do some mental processing.","Để làm chậm tốc độ kể chuyện diễn ra nhanh như chớp và tác động của việc đó, chúng ta cần xem lại Con đường dẫn đến Hành độngvà dùng trí óc để suy nghĩ thấu đáo."
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Act: Notice your behavior and ask:","Hành động: Để ý đến hành vi ứng xử của bạn và đặt câu hỏi:"
"“Am I in some form of silence or fight /flight?”","“Mình đang im lặng hay đang ở thế đánh/chạy?”"
"Feel: Get in touch with your feelings and ask:","Cảm nhận: Suy nghĩ đến cảm nhận của bạn và đặt ra câu hỏi:"
"“What emotions are encouraging me to act in this way?”","“Cảm xúc nào khuyến khích mình hành động theo cách này?”"
"Create a Story: Analyze your stories and ask:","Tạo ra Câu chuyện: Phân tích câu chuyện của bạn và đặt câu hỏi:"
"“What story is creating these emotions?”","“Câu chuyện nào tạo ra những cảm xúc này?”"
"Re-tracing the Path to Action","Xem lại Con đường dẫn đến Hành động của tôi"
"To slow down the lightening speed we tell stories and their impact, we need to re-trace our Path to Action and do some mental processing.","Để làm chậm tốc độ kể chuyện diễn ra nhanh như chớp và tác động của việc đó, chúng ta cần xem lại Con đường dẫn đến Hành độngvà dùng trí óc để suy nghĩ thấu đáo."
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Act: Notice your behavior and ask:","Hành động: Để ý đến hành vi ứng xử của bạn và đặt câu hỏi:"
"“Am I in some form of silence or fight /flight?”","“Mình đang im lặng hay đang ở thế đánh/chạy?”"
"Feel: Get in touch with your feelings and ask:","Cảm nhận: Suy nghĩ đến cảm nhận của bạn và đặt ra câu hỏi:"
"“What emotions are encouraging me to act in this way?”","“Cảm xúc nào khuyến khích mình hành động theo cách này?”"
"Create a Story: Analyze your stories and ask:","Tạo ra Câu chuyện: Phân tích câu chuyện của bạn và đặt câu hỏi:"
"“What story is creating these emotions?”","“Câu chuyện nào tạo ra những cảm xúc này?”"
"See and Hear: Get back to the facts and ask:","Nghe và Nhìn: Quay lại dữ kiện và đặt ra câu hỏi:"
"“What evidence do I have to support this story?”","“Mình có bằng chứng nào để củng cố câu chuyện này?”"
"Re-tracing my Path to Action","Xem lại Con đường dẫn đến Hành động của tôi"
"Look at","Xem"
"'My Path to Action'","'Con đường dẫn đến Hành động của Tôi'"
"See and <br> Hear","Nghe và <br> Nhìn"
"What evidence do I have to support this story?","Mình có bằng chứng nào để củng cố câu chuyện này?"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"What story is creating these emotions?","Câu chuyện nào tạo ra những cảm xúc này?"
"Feel","Cảm nhận"
"What emotions are encouraging me to act in this way?","Cảm xúc nào khuyến khích mình hành động theo cách này?"
"Act","Hành động"
"Am I in some form of silence or fight/flight?","Mình đang im lặng hay đang ở thế đánh/chạy?"
"I‘ve got the Power – checklist","Tôi có Sức mạnh – danh mục kiểm tra"
"Acknowledge we all see the world differently, and being open to different perspectives helps build relationships?","Thừa nhận tất cả chúng ta đều nhìn thế giới theo cách khác nhau và việc cởi mở với những góc nhìn khác nhau sẽ giúp bạn xây dựng mối quan hệ?"
"Know ways to manage ourselves, our reactions and responses?","Biết cách kiểm soát bản thân, phản ứng và phản hồi của chúng ta?"
"Know how to use the Path to Action to help you build better relationships?","Biết cách sử dụng Con đường dẫn đến Hành động để giúp bạn xây dựng các mối quan hệ tốt đẹp hơn?"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
" ",
" ",
"HARMONIOUS RELATIONSHIPS","QUAN HỆ HÒA THUẬN"
" ",
"Harmonious Relationships","Quan hệ Hòa thuận"
"Harmonious Relationships - Checklist, Learning Journey","Mối quan hệ Hòa thuận - Danh mục kiểm tra, Hành trình Học tập"
"Exploring:","Khám phá:"
"What it feels like to be in a harmonious relationship","Cảm nhận khi có mối quan hệ hòa thuận"
"What we can learn from the experience to take back to work","Những điều chúng ta có thể học từ kinh nghiệm để áp dụng vào công việc"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
"Harmonious Relationships","Quan hệ Hòa thuận"
"Please use the space below to capture any notes:","Vui lòng sử dụng khoảng trống dưới đây để ghi chú:"
"Like an orchestral conductor needs to understand musicians and musical instruments...","Giống như người chỉ huy dàn nhạc cần hiểu rõ nhạc công và nhạc cụ..."
"A GREAT Supervisor needs to understand each team member, what they contribute and how to manage them well.","Giám sát viên TUYỆT VỜI cần hiểu rõ mỗi thành viên trong đội, sự đóng góp của họ và cách thức quản lý họ hiệu quả."
"Harmonious Relationships","Quan hệ Hòa thuận"
"Your facilitator will tell you which instrument you will be playing.","Người hướng dẫn cho biết bạn sẽ chơi nhạc cụ nào."
"You will be playing your part in a very well known song.","Bạn sẽ chơi phần của mình trong một bài hát rất nổi tiếng."
"“Ain’t No Mountain High Enough”","“Ain’t No Mountain High Enough” (Không có ngọn núi nào không thể chinh phục)"
"After your practice time, you will get together with the whole group and play the piece of music together.","Sau thời gian thực hành, bạn sẽ bắt nhịp được với cả nhóm và cùng chơi một bản nhạc với họ."
"Press on your instrument to get started:","Nhấn vào nhạc cụ của bạn để bắt đầu:"
"Piano","Dương cầm"
"Violin","Vĩ cầm"
"Xylophone","Mộc cầm"
"Bass","Nhạc cụ trầm"
"You have selected the","Bạn đã chọn"
"Press START when told to play in time with the song.","Nhấn BẮT ĐẦU khi được yêu cầu bắt nhịp ngay với bài hát."
"START","BẮT ĐẦU"
"CONTINUE","TIẾP TỤC"
"My Insights","Nhận thức của Tôi"
"My biggest insight from today...","Những nhận thức quan trọng nhất của tôi từ hôm nay..."
"Harmonious Relationships – Checklist","Quan hệ Hòa thuận – Danh mục Kiểm tra"
"Do you ...","Bạn có ..."
"Know what it feels like to be in a harmonious relationship?","Hiểu được cảm nhận trong mối quan hệ hòa thuận không?"
"Have some ideas on what you can do to create harmonious relationships back at work?","Ý tưởng về những việc có thể làm để tạo ra mối quan hệ hòa thuận khi trở lại làm việc không?"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br> The Power","Tôi Có <br> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
"Our Learning Journey Day 2","Hành trình Học tập của chúng ta Ngày 2"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial <br/> Conversations","Các cuộc Trò chuyện <br/> Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
" ",
"INGREDIENTS OF A GREAT RELATIONSHIP","CÁC YẾU TỐ TẠO NÊN MỐI QUAN HỆ TỐT ĐẸP"
" ",
" ",
"Ingredients of a Great Relationship","Các Yếu tố Tạo nên Mối quan hệ Tốt đẹp"
"Learning Journey - Ingredients of a Great Relationship","Hành trình Học tập - Các yếu tố Tạo nên Mối quan hệ Tốt đẹp"
"Outcomes:","Kết quả:"
"Explore the key ingredients that build strong effective relationships that ensure we Have a Best Day Every Day","Khám phá các yếu tố chính giúp xây dựng mối quan hệ hiệu quả, vững mạnh để đảm bảo Mỗi ngày Đều là Ngày Làm việc Tốt nhất"
"Identify the elements that help or hinder the development of positive relationships","Xác định các yếu tố giúp phát triển hay gây cản trở cho mối quan hệ tích cực"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
"Building Strong Foundations","Xây dựng nền móng vững chắc"
"Reflect on the last activity and consider:","Suy ngẫm về bài tập thực hành vừa qua và xem xét:"
"What worked well?","Những mặt tốt là gì?"
"What would have made it even better?","Điều gì sẽ khiến việc đó còn tốt hơn nữa?"
"What insights will you be able to apply back at work?","Bạn sẽ áp dụng vào công việc những chủ điểm chính nào?"
"Feedback","Phản hồi"
"AID – FRAMEWORK","MÔ HÌNH AID"
"A","A"
"Action","Hành động"
"– the specific action that has caused the need for the feedback","– hành động cụ thể tạo ra nhu cầu cần phải có phản hồi"
"I","I"
"Impact","Tác động"
"– the impact the action has on yourself, the business or others","– tác động của hành động đối với bản thân bạn, doanh nghiệp hoặc những người khác"
"D","D"
"Do","Làm"
"– the desired outcome. Feedback should result in a change of behavior","– kết quả mong muốn. Phản hồi phải mang lại sự thay đổi hành vi ứng xử"
"RECEIVING FEEDBACK – DERAC","NHẬN PHẢN HỒI – DERAC"
"Denial","Phủ nhận"
"– cannot identify the behavior, doesn’t recognize it and refuses to admit that it is or could be true","– không thể xác định được hành vi ứng xử, không ghi nhận hành vi đó và từ chối thừa nhận rằng điều đó đúng hoặc có thể đúng"
"Emotion","Cảm xúc"
"– may have some emotional response to the feedback, for example, anger, frustration, irritability, sadness, disappointment, may have an outburst, feel resentment and embarrassment. It feels personal"," – có thể có một số phản ứng cảm xúc với phản hồi, ví dụ như giận dữ, chán nản, bực bội, buồn rầu, thất vọng, có thể bùng nổ cơn giận, cảm thấy giận dỗi và hổ thẹn. Đó hoàn toàn là cảm xúc cá nhân"
"Rationalization","Duy lý"
"– after the initial flood of emotion the individual can start to see the situation for what it is and rationalizes the situation. Starts to view the situation more objectively","– sau làn sóng cảm xúc ban đầu, người đó có thể bắt đầu nhìn ra bản chất của tình huống và dùng lý lẽ để giải thích tình huống. Bắt đầu nhìn nhận tình huống khách quan hơn"
"Acceptance","Chấp nhận"
"– accepts the feedback. They still may not like it but can recognize why the feedback has been given","– chấp nhận phản hồi. Có thể họ vẫn không thích điều này nhưng ghi nhận lý do tại sao phản hồi được đưa ra"
"Change","Thay đổi"
